Permit Name,Res / Com,Duration,Work Type,Count of Reviews,Occurances of Repeat Reviews,Worst Review,WR Count
2022-184232 PR,Residential ,0,Repair,1,0,None,0
2022-184245 PR,Residential ,56,Addition and Remodel,5,2,Residential Zoning Review,2
2022-184373 PR,Residential ,0,Repair,1,0,None,0
2022-184402 PR,Residential ,48,New,4,0,Residential Zoning Review,1
2022-184456 PR,Residential ,0,Repair,1,0,None,0
2022-184479 PR,Residential ,0,Repair,1,0,None,0
2022-184599 PR,Residential ,0,Repair,1,0,None,0
2022-184668 PR,Residential ,36,Addition and Remodel,7,1,Tech Master Review,2
2022-184798 PR,Residential ,20,Demolition,3,0,Historic Preservation,1
2022-184900 PR,Residential ,0,Repair,1,0,None,0
2022-184903 PR,Residential ,9,Repair,2,0,Flood Plain Review,1
2022-185014 PR,Residential ,0,Repair,1,0,None,0
2022-185131 PR,Residential ,15,Demolition,3,0,Historic Preservation,1
2022-185221 PR,Residential ,34,New,4,0,Residential Zoning Review,1
2022-185282 PR,Residential ,61,Addition and Remodel,6,1,Fire Review,2
2022-185792 PR,Residential ,0,Repair,1,0,None,0
2022-185858 PR,Commericial ,16,New,7,2,Building Plans - Electrical,2
2022-185928 PR,Residential ,0,Repair,1,0,None,0
2022-185992 PR,Commericial ,15,Remodel,4,0,Commercial Building Plans,1
2022-186174 PR,Commericial ,49,Addition and Remodel,22,9,Commercial Building Plans,3
2022-186206 PR,Commericial ,43,Addition and Remodel,26,10,AE Green Building,4
2022-186215 PR,Residential ,0,Repair,1,0,None,0
2022-186334 PR,Commericial ,14,Remodel,4,0,Commercial Building Plans,1
2022-186355 PR,Commericial ,3,Remodel,4,0,Commercial Building Plans,1
2022-186416 PR,Residential ,9,Repair,2,0,Flood Plain Review,1
2022-186608 PR,Commericial ,48,Addition and Remodel,23,9,Commercial Building Plans,3
2022-186695 PR,Residential ,0,Repair,1,0,None,0
2022-186711 PR,Residential ,50,Addition and Remodel,7,2,Residential Zoning Review,4
2022-186716 PR,Residential ,0,Repair,1,0,None,0
2022-186788 PR,Residential ,0,Repair,1,0,None,0
2022-187119 PR,Commericial ,38,New,15,2,Building Plans - Electrical,2
2022-187380 PR,Commericial ,55,Remodel,6,2,Commercial Building Plans,2
2023-000187 PR,Commericial ,16,Remodel,5,1,Commercial Building Plans,2
2023-000193 PR,Commericial ,20,Remodel,5,1,Commercial Building Plans,2
2023-000196 PR,Commericial ,38,New,5,1,Commercial Building Plans,2
2023-000235 PR,Residential ,0,Repair,1,0,None,0
2023-000474 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2023-000518 PR,Residential ,0,Repair,1,0,None,0
2023-000741 PR,Residential ,14,Demolition,3,0,Historic Preservation,1
2023-000844 PR,Commericial ,51,Remodel,14,2,AW Industrial Waste,2
2023-000860 PR,Residential ,0,Repair,1,0,None,0
2023-000872 PR,Residential ,22,Addition and Remodel,5,1,Tech Master Review,2
2023-001011 PR,Residential ,0,Repair,1,0,None,0
2023-001074 PR,Residential ,7,Addition and Remodel,4,0,Residential Zoning Review,1
2023-001076 PR,Residential ,55,New,7,2,Residential Zoning Review,2
2023-001082 PR,Residential ,0,Repair,1,0,None,0
2023-001101 PR,Residential ,27,Addition and Remodel,3,1,Residential Zoning Review,2
2023-001102 PR,Residential ,0,Repair,1,0,None,0
2023-001122 PR,Residential ,0,Repair,1,0,None,0
2023-001130 PR,Residential ,0,Repair,1,0,None,0
2023-001144 PR,Residential ,0,Repair,1,0,None,0
2023-001293 PR,Residential ,0,Repair,1,0,None,0
2023-001386 PR,Residential ,0,Repair,1,0,None,0
2023-001510 PR,Residential ,0,Repair,1,0,None,0
2023-001524 PR,Residential ,0,Repair,1,0,None,0
2023-001539 PR,Residential ,32,Addition and Remodel,7,2,Residential Zoning Review,2
2023-001578 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2023-001586 PR,Residential ,15,Demolition,4,1,Tree Ordinance Review,2
2023-001641 PR,Residential ,32,Addition and Remodel,4,1,Residential Zoning Review,2
2023-001820 PR,Residential ,52,Addition and Remodel,6,2,Residential Zoning Review,2
2023-002051 PR,Residential ,0,Repair,1,0,None,0
2023-002114 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2023-002133 PR,Residential ,11,Addition and Remodel,3,0,Residential Zoning Review,1
2023-002153 PR,Residential ,19,Addition and Remodel,4,1,Fire Review,2
2023-002398 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2023-002697 PR,Residential ,0,Repair,1,0,None,0
2023-002709 PR,Commericial ,14,Demolition,2,0,Historic Preservation,1
2023-002735 PR,Commericial ,15,Remodel,10,0,Commercial Building Plans,1
2023-002806 PR,Residential ,0,Repair,1,0,None,0
2023-002816 PR,Residential ,0,Repair,1,0,None,0
2023-002885 PR,Residential ,0,Repair,1,0,None,0
2023-003028 PR,Residential ,0,Repair,1,0,None,0
2023-003032 PR,Residential ,0,Repair,1,0,None,0
2023-003104 PR,Residential ,43,Addition and Remodel,6,2,Tech Master Review,3
2023-003156 PR,Residential ,0,Repair,1,0,None,0
2023-003274 PR,Residential ,0,Repair,1,0,None,0
2023-003291 PR,Residential ,35,Addition and Remodel,2,0,Residential Zoning Review,1
2023-003409 PR,Residential ,27,New,4,0,Residential Zoning Review,1
2023-003579 PR,Residential ,0,Repair,1,0,None,0
2023-003609 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2023-003688 PR,Residential ,0,Repair,1,0,None,0
2023-003690 PR,Residential ,0,Repair,1,0,None,0
2023-003952 PR,Residential ,26,Demolition,3,0,Historic Preservation,1
2023-004031 PR,Residential ,0,Repair,1,0,None,0
2023-004240 PR,Residential ,0,Repair,1,0,None,0
2023-004269 PR,Residential ,0,Repair,1,0,None,0
2023-004380 PR,Residential ,0,Repair,1,0,None,0
2023-004388 PR,Residential ,14,Demolition,3,0,Historic Preservation,1
2023-004747 PR,Residential ,0,Repair,1,0,None,0
2023-004980 PR,Residential ,0,Repair,1,0,None,0
2023-005045 PR,Residential ,39,Addition and Remodel,5,1,Tech Master Review,4
2023-005055 PR,Residential ,32,Demolition,2,0,Historic Preservation,1
2023-005161 PR,Residential ,0,Repair,1,0,None,0
2023-005557 PR,Commericial ,37,Remodel,11,1,Structural Review,2
2023-005598 PR,Residential ,30,New,16,7,Tech Master Review,2
2023-005690 PR,Residential ,0,Repair,1,0,None,0
2023-005797 PR,Residential ,0,Repair,1,0,None,0
2023-006025 PR,Residential ,27,New,4,0,Residential Zoning Review,1
2023-006056 PR,Residential ,0,Repair,1,0,None,0
2023-006081 PR,Residential ,10,Addition and Remodel,4,0,Residential Zoning Review,1
2023-006108 PR,Residential ,6,Demolition,2,0,Tree Ordinance Review,1
2023-006329 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-006418 PR,Residential ,0,Repair,1,0,None,0
2023-006438 PR,Residential ,0,Repair,1,0,None,0
2023-006506 PR,Residential ,30,New,4,1,Residential Zoning Review,2
2023-006583 PR,Residential ,23,Addition and Remodel,6,1,Residential Zoning Review,2
2023-006710 PR,Residential ,0,Repair,1,0,None,0
2023-006732 PR,Residential ,19,Demolition,3,0,Historic Preservation,1
2023-006838 PR,Residential ,16,Addition and Remodel,4,0,Residential Zoning Review,1
2023-006854 PR,Residential ,0,Repair,1,0,None,0
2023-006993 PR,Commericial ,20,New,14,2,Special Inspections Review,2
2023-007088 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2023-007094 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2023-007102 PR,Residential ,0,Repair,1,0,None,0
2023-007173 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2023-007221 PR,Residential ,18,Repair,2,1,Historic Preservation,2
2023-007419 PR,Residential ,0,Repair,1,0,None,0
2023-007598 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2023-007724 PR,Residential ,0,Repair,1,0,None,0
2023-007752 PR,Residential ,0,Repair,1,0,None,0
2023-007812 PR,Residential ,25,Addition and Remodel,2,0,Residential Zoning Review,1
2023-007859 PR,Residential ,0,Repair,1,0,None,0
2023-007923 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2023-007926 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2023-008013 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2023-008106 PR,Residential ,0,Repair,1,0,None,0
2023-008391 PR,Residential ,0,Repair,1,0,None,0
2023-008401 PR,Residential ,0,Repair,1,0,None,0
2023-008508 PR,Residential ,0,Repair,1,0,None,0
2023-008708 PR,Residential ,30,Addition and Remodel,6,2,Residential Zoning Review,2
2023-008769 PR,Residential ,0,Repair,1,0,None,0
2023-008783 PR,Residential ,0,Repair,1,0,None,0
2023-008829 PR,Residential ,0,Repair,1,0,None,0
2023-008853 PR,Residential ,23,New,4,0,Residential Zoning Review,1
2023-009030 PR,Commericial ,34,New,14,3,Fire Review,3
2023-009056 PR,Residential ,0,Repair,1,0,None,0
2023-009082 PR,Residential ,0,Repair,1,0,None,0
2023-009159 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2023-009889 PR,Residential ,0,Repair,1,0,None,0
2023-010010 PR,Residential ,0,Repair,1,0,None,0
2023-010134 PR,Residential ,11,Demolition,2,0,Tree Ordinance Review,1
2023-010201 PR,Residential ,0,Repair,1,0,None,0
2023-010279 PR,Residential ,0,Repair,1,0,None,0
2023-010393 PR,Residential ,0,Repair,1,0,None,0
2023-010463 PR,Residential ,26,Addition and Remodel,5,2,Residential Zoning Review,2
2023-010473 PR,Residential ,8,Demolition,1,0,None,0
2023-010548 PR,Residential ,29,Addition and Remodel,5,1,Historic Preservation,2
2023-010551 PR,Residential ,0,Repair,1,0,None,0
2023-010589 PR,Residential ,0,Repair,1,0,None,0
2023-010748 PR,Commericial ,14,Remodel,4,0,Commercial Building Plans,1
2023-011036 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2023-011050 PR,Residential ,0,Repair,1,0,None,0
2023-011130 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2023-011404 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2023-011507 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2023-011775 PR,Residential ,0,Repair,1,0,None,0
2023-011795 PR,Residential ,0,Repair,1,0,None,0
2023-011804 PR,Residential ,0,Repair,1,0,None,0
2023-011967 PR,Residential ,0,Repair,1,0,None,0
2023-012111 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2023-012123 PR,Commericial ,8,Remodel,4,0,Commercial Building Plans,1
2023-012551 PR,Residential ,0,Repair,1,0,None,0
2023-012667 PR,Residential ,10,Addition and Remodel,5,0,Residential Zoning Review,1
2023-012757 PR,Residential ,20,Addition and Remodel,4,1,Tech Master Review,2
2023-012783 PR,Residential ,7,Repair,3,1,Flood Plain Review,3
2023-012830 PR,Residential ,20,Addition and Remodel,7,2,Residential Zoning Review,2
2023-012840 PR,Residential ,0,Repair,1,0,None,0
2023-012885 PR,Residential ,19,Demolition,3,0,Historic Preservation,1
2023-012901 PR,Residential ,12,Demolition,3,0,Historic Preservation,1
2023-013092 PR,Residential ,9,Repair,2,0,Flood Plain Review,1
2023-013153 PR,Commericial ,15,Remodel,5,1,Commercial Building Plans,2
2023-013155 PR,Commericial ,1,Remodel,4,0,Commercial Building Plans,1
2023-013400 PR,Residential ,0,Repair,1,0,None,0
2023-013436 PR,Residential ,0,Repair,1,0,None,0
2023-013902 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2023-013926 PR,Residential ,0,Repair,1,0,None,0
2023-013992 PR,Residential ,0,Repair,1,0,None,0
2023-014097 PR,Commericial ,10,Remodel,10,0,Commercial Building Plans,1
2023-014126 PR,Residential ,21,Demolition,2,0,Tree Ordinance Review,1
2023-014412 PR,Residential ,0,Repair,1,0,None,0
2023-014426 PR,Residential ,0,Repair,1,0,None,0
2023-014613 PR,Residential ,0,Repair,1,0,None,0
2023-014652 PR,Residential ,0,Repair,1,0,None,0
2023-014661 PR,Residential ,0,Repair,1,0,None,0
2023-014672 PR,Residential ,0,Repair,1,0,None,0
2023-014840 PR,Commericial ,8,Remodel,10,0,Commercial Building Plans,1
2023-015044 PR,Residential ,0,Repair,1,0,None,0
2023-015496 PR,Residential ,13,Addition and Remodel,3,0,Residential Zoning Review,1
2023-015639 PR,Residential ,0,Repair,1,0,None,0
2023-015709 PR,Residential ,0,Repair,1,0,None,0
2023-016002 PR,Residential ,0,Repair,1,0,None,0
2023-016121 PR,Commericial ,16,Remodel,5,1,Commercial Building Plans,2
2023-016122 PR,Residential ,0,Repair,1,0,None,0
2023-016380 PR,Residential ,0,Repair,1,0,None,0
2023-016782 PR,Residential ,0,Repair,1,0,None,0
2023-016954 PR,Residential ,9,Repair,2,0,Flood Plain Review,1
2023-017238 PR,Residential ,0,Repair,1,0,None,0
2023-017281 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2023-017299 PR,Residential ,0,Repair,1,0,None,0
2023-017338 PR,Residential ,0,Repair,1,0,None,0
2023-017370 PR,Residential ,0,Repair,1,0,None,0
2023-017477 PR,Residential ,0,Repair,1,0,None,0
2023-017647 PR,Residential ,0,Repair,1,0,None,0
2023-017682 PR,Residential ,10,Demolition,3,0,Historic Preservation,1
2023-018190 PR,Residential ,0,Repair,1,0,None,0
2023-018198 PR,Residential ,0,Repair,1,0,None,0
2023-018216 PR,Residential ,0,Repair,1,0,None,0
2023-018233 PR,Residential ,0,Repair,1,0,None,0
2023-018600 PR,Commericial ,5,New,4,0,Commercial Building Plans,1
2023-018693 PR,Residential ,0,Repair,1,0,None,0
2023-018977 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2023-019005 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2023-019145 PR,Residential ,0,Repair,1,0,None,0
2023-019153 PR,Residential ,0,Repair,1,0,None,0
2023-019184 PR,Residential ,0,Repair,1,0,None,0
2023-019388 PR,Residential ,0,Repair,1,0,None,0
2023-019399 PR,Residential ,5,Demolition,3,0,Historic Preservation,1
2023-019548 PR,Residential ,7,Demolition,2,0,Tree Ordinance Review,1
2023-019598 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-020284 PR,Residential ,0,Repair,1,0,None,0
2023-020356 PR,Residential ,0,Repair,1,0,None,0
2023-020398 PR,Residential ,0,Repair,1,0,None,0
2023-020531 PR,Residential ,0,Repair,1,0,None,0
2023-020559 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-020624 PR,Residential ,0,Repair,1,0,None,0
2023-020789 PR,Residential ,0,Repair,1,0,None,0
2023-020953 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2023-021057 PR,Residential ,0,Repair,1,0,None,0
2023-021153 PR,Residential ,0,Repair,1,0,None,0
2023-021162 PR,Commericial ,2,Demolition,2,0,Historic Preservation,1
2023-021202 PR,Commericial ,2,New,4,0,Commercial Building Plans,1
2023-021314 PR,Residential ,0,Repair,1,0,None,0
2023-021332 PR,Residential ,0,Repair,1,0,None,0
2023-022125 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-022126 PR,Commericial ,1,Remodel,2,0,Commercial Zoning Review,1
2023-022128 PR,Commericial ,1,Remodel,2,0,Commercial Zoning Review,1
2023-022132 PR,Commericial ,1,Remodel,2,0,Commercial Zoning Review,1
2023-022241 PR,Residential ,0,Repair,1,0,None,0
2023-022306 PR,Residential ,0,Repair,1,0,None,0
2023-022402 PR,Residential ,0,Repair,1,0,None,0
2023-022417 PR,Residential ,0,Repair,1,0,None,0
2023-022566 PR,Residential ,0,Repair,1,0,None,0
2023-023199 PR,Residential ,0,Repair,1,0,None,0
2023-023749 PR,Residential ,0,Repair,1,0,None,0
2022-114379 PR,Residential ,8,New,3,0,Fire Review,1
2022-114403 PR,Residential ,8,New,3,0,Fire Review,1
2022-114431 PR,Residential ,30,New,4,0,Fire Review,1
2022-114449 PR,Residential ,8,New,3,0,Fire Review,1
2022-114459 PR,Residential ,59,New,7,1,Residential Zoning Review,2
2022-114510 PR,Residential ,21,New,6,0,Residential Zoning Review,1
2022-114782 PR,Residential ,73,New,7,1,Fire Review,2
2022-114809 PR,Residential ,22,New,6,0,Residential Zoning Review,1
2022-114812 PR,Commericial ,15,Remodel,4,0,Commercial Building Plans,1
2022-114848 PR,Residential ,7,New,3,0,Fire Review,1
2022-114853 PR,Residential ,55,New,7,1,Tech Master Review,2
2022-115086 PR,Residential ,7,New,3,0,Fire Review,1
2022-115218 PR,Residential ,0,Repair,1,0,None,0
2022-115292 PR,Residential ,0,Repair,1,0,None,0
2022-115327 PR,Commericial ,2,Remodel,9,0,Commercial Building Plans,1
2022-115360 PR,Commericial ,40,Remodel,5,1,Commercial Building Plans,2
2022-115400 PR,Residential ,56,New,7,1,Tech Master Review,2
2022-115503 PR,Commericial ,20,Remodel,4,0,Commercial Building Plans,1
2022-115605 PR,Commericial ,6,Remodel,4,0,Commercial Zoning Review,1
2022-115619 PR,Commericial ,51,Remodel,13,1,Commercial Building Plans,2
2022-115629 PR,Residential ,21,New,6,0,Residential Zoning Review,1
2022-115641 PR,Residential ,70,New,8,1,Fire Review,2
2022-115718 PR,Residential ,68,New,8,1,Fire Review,2
2022-115728 PR,Residential ,0,Repair,1,0,None,0
2022-115929 PR,Commericial ,110,Remodel,16,3,Building Plans - Electrical,3
2022-115948 PR,Residential ,55,New,7,1,Tech Master Review,2
2022-115999 PR,Residential ,19,New,6,0,Residential Zoning Review,1
2022-116178 PR,Residential ,49,New,4,1,Residential Zoning Review,2
2022-116328 PR,Commericial ,14,Remodel,12,1,Building Plans - Plumbing,2
2022-116537 PR,Commericial ,35,Remodel,5,1,Commercial Building Plans,2
2022-116748 PR,Residential ,11,New,3,0,Fire Review,1
2022-116776 PR,Residential ,11,New,3,0,Fire Review,1
2022-117949 PR,Commericial ,10,Remodel,10,0,Commercial Building Plans,1
2022-117962 PR,Commericial ,36,Remodel,21,9,Building Plans - Electrical,2
2022-118024 PR,Residential ,83,Addition and Remodel,6,2,Residential Zoning Review,2
2022-118030 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-118121 PR,Residential ,23,New,4,0,Residential Zoning Review,1
2022-118214 PR,Residential ,14,Repair,2,0,Flood Plain Review,1
2022-118259 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2022-118435 PR,Residential ,0,Repair,1,0,None,0
2022-118463 PR,Residential ,0,Repair,1,0,None,0
2022-118478 PR,Commericial ,50,Remodel,22,9,Building Plans - Electrical,2
2022-118519 PR,Commericial ,15,New,4,0,Commercial Building Plans,1
2022-118550 PR,Residential ,0,Repair,1,0,None,0
2022-118574 PR,Residential ,0,Repair,1,0,None,0
2022-118660 PR,Commericial ,6,Remodel,4,0,Commercial Building Plans,1
2022-118699 PR,Residential ,69,New,4,1,Residential Zoning Review,2
2022-119008 PR,Residential ,0,Repair,1,0,None,0
2022-119081 PR,Commericial ,97,Remodel,13,2,Commercial Building Plans,3
2022-119201 PR,Residential ,0,Repair,1,0,None,0
2022-119299 PR,Residential ,13,New,3,0,Fire Review,1
2022-119366 PR,Residential ,11,New,3,0,Fire Review,1
2022-119428 PR,Residential ,36,New,16,7,Tech Master Review,2
2022-119871 PR,Residential ,63,New,7,1,Fire Review,2
2022-120142 PR,Commericial ,27,Remodel,14,4,Building Plans - Electrical,2
2022-120147 PR,Residential ,0,Repair,1,0,None,0
2022-120400 PR,Residential ,0,Repair,1,0,None,0
2022-120445 PR,Residential ,0,Repair,1,0,None,0
2022-120778 PR,Commericial ,100,Remodel,24,8,Building Plans - Electrical,3
2022-121224 PR,Commericial ,135,New,23,7,AW Industrial Waste,3
2022-121266 PR,Commericial ,147,Remodel,20,4,Building Plans - Plumbing,4
2022-121348 PR,Commericial ,189,Remodel,15,1,Building Plans - Electrical,5
2022-121444 PR,Commericial ,51,Remodel,21,10,Building Plans - Electrical,2
