Permit Name,Res / Com,Duration,Work Type,Count of Reviews,Occurances of Repeat Reviews,Worst Review,WR Count
2022-174597 PR,Commericial ,28,Remodel,14,4,Building Plans - Electrical,2
2022-174625 PR,Residential ,0,Repair,1,0,None,0
2022-174658 PR,Residential ,7,Repair,2,1,Flood Plain Review,2
2022-174740 PR,Residential ,8,Addition and Remodel,5,0,Residential Zoning Review,1
2022-174754 PR,Residential ,0,Repair,1,0,None,0
2022-174770 PR,Residential ,0,Repair,1,0,None,0
2022-174779 PR,Residential ,0,Repair,1,0,None,0
2022-174897 PR,Commericial ,14,Demolition,1,0,None,0
2022-175056 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-175057 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-175107 PR,Residential ,0,Repair,1,0,None,0
2022-175256 PR,Residential ,59,Demolition,4,1,Historic Preservation,2
2022-175405 PR,Residential ,20,Demolition,3,0,Historic Preservation,1
2022-175425 PR,Residential ,27,New,6,0,Residential Zoning Review,1
2022-175445 PR,Residential ,54,New,8,2,Residential Zoning Review,2
2022-175503 PR,Commericial ,49,Remodel,14,4,Commercial Building Plans,2
2022-175587 PR,Commericial ,22,Remodel,4,0,Commercial Building Plans,1
2022-175588 PR,Commericial ,25,Remodel,11,1,Building Plans - Electrical,2
2022-175589 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-175619 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-175664 PR,Residential ,0,Repair,1,0,None,0
2022-175698 PR,Residential ,25,Addition and Remodel,5,0,Residential Zoning Review,1
2022-175776 PR,Residential ,52,New,8,2,Residential Zoning Review,3
2022-175797 PR,Residential ,73,New,6,1,AE BSPA,2
2022-175995 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-176008 PR,Residential ,0,Repair,1,0,None,0
2022-176093 PR,Residential ,0,Repair,1,0,None,0
2022-176102 PR,Residential ,0,Repair,1,0,None,0
2022-176271 PR,Residential ,0,Repair,1,0,None,0
2022-176278 PR,Residential ,0,Repair,1,0,None,0
2022-176290 PR,Residential ,10,Demolition,4,1,Historic Preservation,2
2022-176294 PR,Residential ,45,Addition and Remodel,7,2,Residential Zoning Review,2
2022-176295 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-176337 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2022-176444 PR,Commericial ,36,Remodel,5,1,Commercial Building Plans,2
2022-176494 PR,Residential ,16,New,13,5,Tech Master Review,2
2022-176535 PR,Residential ,0,Repair,1,0,None,0
2022-176550 PR,Residential ,0,Repair,1,0,None,0
2022-176554 PR,Commericial ,8,Demolition,1,0,None,0
2022-176602 PR,Residential ,15,Addition and Remodel,3,0,Residential Zoning Review,1
2022-176631 PR,Residential ,52,New,6,1,Residential Zoning Review,2
2022-176864 PR,Residential ,0,Repair,1,0,None,0
2022-176866 PR,Residential ,0,Repair,1,0,None,0
2022-176892 PR,Residential ,0,Repair,1,0,None,0
2022-176913 PR,Residential ,69,Addition and Remodel,8,2,Residential Zoning Review,2
2022-176928 PR,Residential ,28,Addition and Remodel,12,5,Tech Master Review,2
2022-177222 PR,Residential ,71,Addition and Remodel,6,1,Residential Zoning Review,2
2022-177241 PR,Residential ,0,Repair,1,0,None,0
2022-177271 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-177280 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2022-177382 PR,Residential ,68,New,13,5,Tech Master Review,2
2022-177429 PR,Commericial ,46,Remodel,22,9,Commercial Zoning Review,3
2022-177483 PR,Residential ,69,Addition and Remodel,6,1,Residential Zoning Review,2
2022-177518 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-177568 PR,Residential ,40,Addition and Remodel,2,0,Residential Zoning Review,1
2022-177684 PR,Residential ,0,Repair,1,0,None,0
2022-177702 PR,Residential ,0,Repair,1,0,None,0
2022-177715 PR,Residential ,0,Repair,1,0,None,0
2022-177747 PR,Residential ,0,Repair,1,0,None,0
2022-177916 PR,Residential ,0,Repair,1,0,None,0
2022-178040 PR,Residential ,0,Repair,1,0,None,0
2022-178127 PR,Residential ,19,Addition and Remodel,6,2,Residential Zoning Review,2
2022-178180 PR,Residential ,53,New,5,2,Residential Zoning Review,2
2022-178628 PR,Residential ,28,New,4,0,Residential Zoning Review,1
2022-178669 PR,Residential ,0,Repair,1,0,None,0
2022-178677 PR,Residential ,0,Repair,1,0,None,0
2022-178694 PR,Residential ,1,Repair,1,0,None,0
2022-178802 PR,Residential ,0,Repair,1,0,None,0
2022-178820 PR,Residential ,0,Repair,1,0,None,0
2022-178827 PR,Commericial ,43,Remodel,21,10,Building Plans - Mechanical,3
2022-178892 PR,Residential ,53,New,4,0,Residential Zoning Review,1
2022-178893 PR,Residential ,1,Repair,2,0,Flood Plain Review,1
2022-178894 PR,Residential ,0,Repair,1,0,None,0
2022-178912 PR,Residential ,0,Repair,1,0,None,0
2022-178941 PR,Residential ,73,New,6,1,AE BSPA,2
2022-179084 PR,Commericial ,36,Remodel,21,9,Building Plans - Electrical,3
2022-179193 PR,Residential ,0,Repair,1,0,None,0
2022-179237 PR,Residential ,0,Repair,1,0,None,0
2022-179239 PR,Commericial ,14,Remodel,4,0,Commercial Building Plans,1
2022-179286 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-179453 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2022-179455 PR,Commericial ,52,Remodel,6,1,Commercial Building Plans,3
2022-179540 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2022-179545 PR,Residential ,0,Repair,1,0,None,0
2022-179574 PR,Residential ,6,Demolition,2,0,Historic Preservation,1
2022-182028 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2022-182112 PR,Residential ,0,Repair,1,0,None,0
2022-182178 PR,Residential ,44,Addition and Remodel,5,2,Residential Zoning Review,2
2022-182280 PR,Residential ,23,New,3,0,Residential Zoning Review,1
2022-182293 PR,Residential ,55,Addition and Remodel,6,2,Residential Zoning Review,2
2022-182494 PR,Residential ,43,Addition and Remodel,7,2,Residential Zoning Review,2
2022-182748 PR,Residential ,27,New,9,0,Residential Zoning Review,1
2022-182921 PR,Residential ,0,Repair,1,0,None,0
2022-182958 PR,Commericial ,43,Remodel,13,1,Building Plans - Electrical,2
2022-183075 PR,Residential ,26,New,8,0,Residential Zoning Review,1
2022-183160 PR,Residential ,52,Addition and Remodel,7,1,Residential Zoning Review,2
2022-183175 PR,Residential ,26,Demolition,3,0,Historic Preservation,1
2022-183201 PR,Residential ,0,Repair,1,0,None,0
2022-183214 PR,Residential ,39,Addition and Remodel,6,0,Residential Zoning Review,1
2022-183301 PR,Residential ,0,Repair,1,0,None,0
2022-183528 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2022-183577 PR,Residential ,0,Repair,1,0,None,0
2022-183609 PR,Residential ,0,Repair,1,0,None,0
2022-183707 PR,Commericial ,49,Remodel,17,5,Building Plans - Plumbing,3
2022-183722 PR,Residential ,0,Repair,1,0,None,0
2022-183791 PR,Residential ,0,Repair,1,0,None,0
2022-183802 PR,Residential ,0,Repair,1,0,None,0
2022-183886 PR,Residential ,0,Repair,1,0,None,0
2022-183991 PR,Commericial ,32,Remodel,15,4,Commercial Building Plans,2
2022-183992 PR,Residential ,11,Repair,2,0,Flood Plain Review,1
2022-184093 PR,Commericial ,12,Remodel,2,0,Commercial Zoning Review,1
2022-184102 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-184103 PR,Residential ,0,Repair,1,0,None,0
2022-184141 PR,Residential ,42,Addition and Remodel,7,1,AE BSPA,2
2022-184150 PR,Commericial ,50,Remodel,11,0,Commercial Building Plans,1
2022-184165 PR,Residential ,0,Repair,1,0,None,0
2022-184197 PR,Residential ,0,Repair,1,0,None,0
2022-184255 PR,Residential ,0,Repair,1,0,None,0
2022-184337 PR,Residential ,0,Repair,1,0,None,0
2022-184507 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-184584 PR,Residential ,0,Repair,1,0,None,0
2022-184712 PR,Residential ,0,Repair,1,0,None,0
2022-184717 PR,Residential ,7,Repair,2,0,Historic Preservation,1
2022-184856 PR,Residential ,27,Addition and Remodel,2,0,Residential Zoning Review,1
2022-184923 PR,Commericial ,13,Demolition,1,0,None,0
2022-184944 PR,Residential ,0,Repair,1,0,None,0
2022-184948 PR,Residential ,0,Repair,1,0,None,0
2022-185065 PR,Residential ,0,Repair,1,0,None,0
2022-185075 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2022-185249 PR,Residential ,57,Addition and Remodel,8,1,Residential Zoning Review,2
2022-185291 PR,Residential ,0,Repair,1,0,None,0
2022-185712 PR,Commericial ,57,Remodel,23,10,Building Plans - Electrical,4
2022-185741 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2022-185747 PR,Residential ,0,Repair,1,0,None,0
2022-185752 PR,Residential ,0,Repair,1,0,None,0
2022-185756 PR,Commericial ,48,Remodel,21,9,Building Plans - Electrical,2
2022-185826 PR,Residential ,0,Repair,1,0,None,0
2022-185832 PR,Commericial ,9,Remodel,4,0,Commercial Building Plans,1
2022-185852 PR,Residential ,0,Repair,1,0,None,0
2022-185862 PR,Residential ,42,Addition and Remodel,8,2,Residential Zoning Review,2
2022-186076 PR,Residential ,28,New,4,0,Residential Zoning Review,1
2022-186149 PR,Commericial ,40,Remodel,14,2,Building Plans - Electrical,2
2022-186242 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2022-186306 PR,Residential ,0,Repair,1,0,None,0
2022-186333 PR,Commericial ,21,Remodel,14,3,Commercial Building Plans,2
2022-186413 PR,Residential ,0,Repair,1,0,None,0
2022-186506 PR,Residential ,0,Repair,1,0,None,0
2022-186672 PR,Residential ,0,Repair,1,0,None,0
2022-186680 PR,Residential ,7,Demolition,2,0,Historic Preservation,1
2022-186709 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2022-186729 PR,Residential ,13,Demolition,3,0,Historic Preservation,1
2022-186771 PR,Residential ,0,Repair,1,0,None,0
2022-186785 PR,Residential ,0,Repair,1,0,None,0
2022-186859 PR,Residential ,0,Repair,1,0,None,0
2022-186968 PR,Residential ,0,Repair,1,0,None,0
2022-186994 PR,Commericial ,40,Remodel,16,5,Commercial Building Plans,2
2022-187124 PR,Residential ,0,Repair,1,0,None,0
2022-187163 PR,Commericial ,10,Demolition,3,0,Historic Preservation,1
2022-187186 PR,Residential ,40,Addition and Remodel,7,3,Residential Zoning Review,2
2022-187236 PR,Residential ,0,Repair,1,0,None,0
2022-187280 PR,Residential ,0,Repair,1,0,None,0
2022-187308 PR,Residential ,41,Addition and Remodel,6,0,Residential Zoning Review,1
2022-187352 PR,Commericial ,11,Remodel,10,0,Commercial Building Plans,1
2023-000191 PR,Commericial ,22,Remodel,6,1,Commercial Building Plans,3
2023-000221 PR,Residential ,0,Repair,1,0,None,0
2023-000246 PR,Residential ,0,Repair,1,0,None,0
2023-000311 PR,Residential ,44,New,5,1,Residential Zoning Review,2
2023-000351 PR,Residential ,22,Addition and Remodel,5,0,Residential Zoning Review,1
2023-000406 PR,Residential ,36,Addition and Remodel,10,4,Tech Master Review,2
2023-000534 PR,Residential ,0,Repair,1,0,None,0
2023-000567 PR,Residential ,0,Repair,1,0,None,0
2023-000678 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-000889 PR,Residential ,7,Demolition,2,0,Historic Preservation,1
2023-000905 PR,Residential ,6,Demolition,2,0,Tree Ordinance Review,1
2023-001027 PR,Residential ,0,Repair,1,0,None,0
2023-001043 PR,Residential ,51,New,7,3,Residential Zoning Review,2
2023-001139 PR,Residential ,50,New,5,1,AE BSPA,2
2023-001152 PR,Residential ,0,Repair,1,0,None,0
2023-001308 PR,Residential ,0,Repair,1,0,None,0
2023-001353 PR,Residential ,0,Repair,1,0,None,0
2023-001458 PR,Residential ,21,Addition and Remodel,5,1,Tech Master Review,2
2023-001523 PR,Residential ,6,Repair,2,0,Historic Preservation,1
2023-001561 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2023-001653 PR,Commericial ,25,Remodel,14,3,Building Plans - Mechanical,2
2023-001711 PR,Residential ,0,Repair,1,0,None,0
2023-001826 PR,Commericial ,38,Remodel,15,2,Commercial Zoning Review,3
2023-002067 PR,Residential ,0,Repair,1,0,None,0
2023-002095 PR,Residential ,0,Repair,1,0,None,0
2023-002118 PR,Residential ,3,Repair,2,0,Flood Plain Review,1
2023-002132 PR,Residential ,0,Repair,1,0,None,0
2023-002143 PR,Residential ,3,Repair,2,0,Flood Plain Review,1
2023-002638 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-002872 PR,Commericial ,2,Demolition,1,0,None,0
2023-003001 PR,Residential ,10,Repair,2,0,Flood Plain Review,1
2023-003046 PR,Residential ,16,Demolition,3,1,Tree Ordinance Review,2
2023-003067 PR,Residential ,36,New,5,1,Tree Ordinance Review,2
2023-003095 PR,Commericial ,34,Remodel,14,2,Commercial Zoning Review,3
2023-003151 PR,Residential ,0,Repair,1,0,None,0
2023-003346 PR,Residential ,0,Repair,1,0,None,0
2023-003353 PR,Residential ,0,Repair,1,0,None,0
2023-003590 PR,Residential ,49,New,7,2,Residential Zoning Review,2
2023-003593 PR,Residential ,0,Repair,1,0,None,0
2023-003610 PR,Residential ,0,Repair,1,0,None,0
2023-003696 PR,Residential ,16,Addition and Remodel,5,2,Residential Zoning Review,2
2023-003912 PR,Residential ,30,Demolition,3,0,Historic Preservation,1
2023-003916 PR,Residential ,2,Demolition,2,0,Tree Ordinance Review,1
2023-004123 PR,Residential ,41,Addition and Remodel,10,4,Tech Master Review,2
2023-004190 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2023-004333 PR,Residential ,8,Demolition,3,0,Historic Preservation,1
2023-004418 PR,Residential ,0,Repair,1,0,None,0
2023-004570 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2023-004658 PR,Residential ,33,Addition and Remodel,2,0,Residential Zoning Review,1
2023-004754 PR,Commericial ,39,Remodel,14,3,Commercial Building Plans,2
2023-004761 PR,Residential ,5,Demolition,2,0,Historic Preservation,1
2023-004797 PR,Residential ,34,New,14,6,Tech Master Review,2
2023-005024 PR,Residential ,0,Repair,1,0,None,0
2023-005152 PR,Residential ,0,Repair,1,0,None,0
2023-005676 PR,Residential ,0,Repair,1,0,None,0
2023-005735 PR,Residential ,0,Repair,1,0,None,0
2023-005748 PR,Residential ,0,Repair,1,0,None,0
2023-005792 PR,Commericial ,6,Remodel,6,1,Commercial Building Plans,2
2023-005812 PR,Residential ,0,Repair,1,0,None,0
2023-006027 PR,Residential ,17,Addition and Remodel,6,2,Residential Zoning Review,2
2023-006200 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-006207 PR,Residential ,0,Repair,1,0,None,0
2023-006217 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-006409 PR,Residential ,0,Repair,1,0,None,0
2023-006533 PR,Residential ,26,Addition and Remodel,7,2,Residential Zoning Review,2
2023-006779 PR,Residential ,0,Repair,1,0,None,0
2023-006798 PR,Residential ,0,Repair,1,0,None,0
2023-006836 PR,Residential ,0,Repair,1,0,None,0
2023-006892 PR,Residential ,40,New,5,2,Residential Zoning Review,2
2023-007125 PR,Residential ,0,Repair,1,0,None,0
2023-007136 PR,Residential ,0,Repair,1,0,None,0
2023-007144 PR,Residential ,0,Repair,1,0,None,0
2023-007241 PR,Residential ,0,Repair,1,0,None,0
2023-007313 PR,Residential ,0,Repair,1,0,None,0
2023-007514 PR,Residential ,4,Repair,1,0,None,0
2023-007743 PR,Residential ,0,Repair,1,0,None,0
2023-007768 PR,Residential ,0,Repair,1,0,None,0
2023-007911 PR,Commericial ,5,New,4,0,Commercial Building Plans,1
2023-007984 PR,Commericial ,38,Remodel,14,2,Commercial Building Plans,2
2023-008020 PR,Residential ,24,Addition and Remodel,5,0,Residential Zoning Review,1
2023-008047 PR,Residential ,21,Addition and Remodel,7,1,Residential Zoning Review,2
2023-008058 PR,Commericial ,9,Remodel,11,0,Commercial Building Plans,1
2023-008437 PR,Residential ,24,Addition and Remodel,4,0,Residential Zoning Review,1
2023-008503 PR,Residential ,0,Repair,1,0,None,0
2023-008528 PR,Residential ,0,Repair,1,0,None,0
2023-008710 PR,Residential ,0,Repair,1,0,None,0
2023-008731 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-008736 PR,Residential ,0,Repair,1,0,None,0
2023-008744 PR,Residential ,0,Repair,1,0,None,0
2023-008832 PR,Residential ,23,Repair,3,1,Historic Preservation,2
2023-008874 PR,Residential ,14,Demolition,2,0,Historic Preservation,1
2023-009023 PR,Residential ,0,Repair,1,0,None,0
2023-009033 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2023-009112 PR,Residential ,20,Addition and Remodel,6,1,Tech Master Review,2
2023-009172 PR,Residential ,0,Repair,1,0,None,0
2023-009241 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2023-009302 PR,Residential ,0,Repair,1,0,None,0
2023-009413 PR,Residential ,22,Addition and Remodel,3,1,Residential Zoning Review,2
2023-009423 PR,Residential ,10,Demolition,2,0,Historic Preservation,1
2023-009457 PR,Residential ,14,Demolition,3,0,Historic Preservation,1
2023-009517 PR,Commericial ,2,Remodel,4,0,Commercial Building Plans,1
2023-009518 PR,Commericial ,27,Demolition,5,2,Historic Preservation,2
2023-009522 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-009584 PR,Residential ,0,Repair,1,0,None,0
2023-010180 PR,Residential ,0,Repair,1,0,None,0
2023-010194 PR,Residential ,4,Repair,2,0,Flood Plain Review,1
2023-010213 PR,Residential ,0,Repair,1,0,None,0
2023-010256 PR,Residential ,0,Repair,1,0,None,0
2023-010297 PR,Residential ,0,Repair,1,0,None,0
2023-010453 PR,Residential ,0,Repair,1,0,None,0
2023-010561 PR,Residential ,0,Repair,1,0,None,0
2023-010710 PR,Residential ,0,Repair,1,0,None,0
2023-010869 PR,Residential ,20,Addition and Remodel,7,2,Residential Zoning Review,2
2023-010919 PR,Residential ,20,Addition and Remodel,3,0,Residential Zoning Review,1
2023-011303 PR,Commericial ,15,Remodel,11,0,Commercial Building Plans,1
2023-011402 PR,Commericial ,4,Remodel,4,0,Commercial Building Plans,1
2023-011409 PR,Commericial ,7,Remodel,4,0,Commercial Building Plans,1
2023-011502 PR,Residential ,17,Demolition,3,0,Historic Preservation,1
2023-011521 PR,Residential ,16,Demolition,2,0,Historic Preservation,1
2023-011618 PR,Residential ,0,Repair,1,0,None,0
2023-011698 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2023-011790 PR,Residential ,0,Repair,1,0,None,0
2023-011826 PR,Residential ,0,Repair,1,0,None,0
2023-012068 PR,Residential ,0,Repair,1,0,None,0
2023-012487 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2023-012525 PR,Residential ,6,Demolition,3,0,Historic Preservation,1
2023-012640 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-012665 PR,Residential ,0,Repair,1,0,None,0
2023-012729 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-012734 PR,Residential ,0,Repair,1,0,None,0
2023-012765 PR,Residential ,20,New,5,0,Residential Zoning Review,1
2023-012852 PR,Residential ,24,Addition and Remodel,7,0,Residential Zoning Review,1
2023-013089 PR,Residential ,0,Repair,1,0,None,0
2023-013095 PR,Residential ,0,Repair,1,0,None,0
2023-013146 PR,Commericial ,1,New,4,0,Commercial Building Plans,1
2023-013157 PR,Commericial ,1,Remodel,4,0,Commercial Building Plans,1
2023-013190 PR,Commericial ,3,Remodel,4,0,Commercial Building Plans,1
2023-013308 PR,Residential ,9,Demolition,2,0,Historic Preservation,1
2023-013390 PR,Residential ,0,Repair,1,0,None,0
2023-013564 PR,Residential ,0,Repair,1,0,None,0
2023-013915 PR,Commericial ,9,Demolition,4,0,Historic Review,1
2023-014541 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-014691 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2023-014765 PR,Residential ,7,Demolition,3,0,Historic Preservation,1
2023-014799 PR,Residential ,0,Repair,1,0,None,0
2023-015056 PR,Residential ,0,Repair,1,0,None,0
2023-015449 PR,Residential ,0,Repair,1,0,None,0
2023-015455 PR,Residential ,13,Demolition,3,0,Historic Preservation,1
2023-015794 PR,Residential ,0,Repair,1,0,None,0
2023-015798 PR,Residential ,0,Repair,1,0,None,0
2023-015803 PR,Residential ,0,Repair,1,0,None,0
2023-015931 PR,Commericial ,13,Remodel,5,1,Commercial Building Plans,2
2023-016053 PR,Residential ,6,Repair,2,0,Flood Plain Review,1
2023-016311 PR,Residential ,0,Repair,1,0,None,0
2023-016637 PR,Residential ,11,Demolition,3,0,Historic Preservation,1
2023-017319 PR,Residential ,0,Repair,1,0,None,0
2023-017510 PR,Residential ,8,Repair,2,0,Flood Plain Review,1
2023-017895 PR,Commericial ,6,Demolition,2,0,Historic Preservation,1
2023-018047 PR,Residential ,9,Demolition,3,0,Historic Preservation,1
2023-018182 PR,Residential ,9,Demolition,3,0,Historic Preservation,1
2023-018654 PR,Residential ,0,Repair,1,0,None,0
2023-018727 PR,Residential ,11,Demolition,2,0,Tree Ordinance Review,1
2023-018813 PR,Residential ,0,Repair,1,0,None,0
2023-018841 PR,Residential ,0,Repair,1,0,None,0
2023-018900 PR,Residential ,0,Repair,1,0,None,0
2023-019009 PR,Residential ,0,Repair,1,0,None,0
2023-019031 PR,Residential ,0,Repair,1,0,None,0
2023-019173 PR,Residential ,0,Repair,1,0,None,0
2023-019213 PR,Residential ,0,Repair,1,0,None,0
2023-019277 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-019302 PR,Residential ,7,Repair,2,0,Flood Plain Review,1
2023-019386 PR,Residential ,0,Repair,1,0,None,0
2023-020341 PR,Residential ,0,Repair,1,0,None,0
2023-020377 PR,Residential ,0,Repair,1,0,None,0
2023-020424 PR,Residential ,0,Repair,1,0,None,0
2023-020445 PR,Residential ,0,Repair,1,0,None,0
2023-020630 PR,Residential ,0,Repair,1,0,None,0
2023-020690 PR,Residential ,0,Repair,1,0,None,0
2023-020941 PR,Residential ,0,Repair,1,0,None,0
2023-022122 PR,Commericial ,1,Remodel,2,0,Commercial Zoning Review,1
2023-022124 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2023-022127 PR,Commericial ,1,Remodel,2,0,Commercial Zoning Review,1
2023-022131 PR,Commericial ,1,Remodel,2,0,Commercial Zoning Review,1
2023-022235 PR,Residential ,0,Repair,1,0,None,0
2023-022260 PR,Residential ,0,Repair,1,0,None,0
2023-022278 PR,Residential ,0,Repair,1,0,None,0
2023-022310 PR,Residential ,0,Repair,1,0,None,0
2023-022369 PR,Residential ,0,Repair,1,0,None,0
2023-022531 PR,Residential ,0,Repair,1,0,None,0
2023-023214 PR,Residential ,0,Repair,1,0,None,0
2023-023229 PR,Residential ,0,Repair,1,0,None,0
2023-023373 PR,Residential ,0,Repair,1,0,None,0
2023-023843 PR,Residential ,0,Repair,1,0,None,0
2022-114231 PR,Residential ,57,New,4,1,Fire Review,2
2022-114360 PR,Residential ,8,New,3,0,Fire Review,1
2022-114406 PR,Commericial ,50,Remodel,11,1,Fire Review,2
2022-114445 PR,Residential ,37,New,7,1,Tech Master Review,2
2022-114583 PR,Residential ,23,New,6,0,Residential Zoning Review,1
2022-114624 PR,Residential ,50,New,7,1,Fire Review,2
2022-114773 PR,Residential ,22,New,7,1,Residential Zoning Review,2
2022-114794 PR,Residential ,2,New,2,0,None,0
2022-114817 PR,Residential ,2,New,2,0,None,0
2022-114998 PR,Residential ,21,New,5,0,Residential Zoning Review,1
2022-115276 PR,Commericial ,91,Remodel,14,3,Commercial Building Plans,2
2022-115346 PR,Commericial ,47,Remodel,12,1,Commercial Building Plans,2
2022-115353 PR,Residential ,28,New,6,0,Residential Zoning Review,1
2022-115362 PR,Commericial ,97,Remodel,15,2,Building Plans - Electrical,3
2022-115465 PR,Residential ,28,New,6,0,Residential Zoning Review,1
2022-115577 PR,Residential ,20,New,6,0,Residential Zoning Review,1
2022-115581 PR,Residential ,0,Repair,1,0,None,0
2022-115599 PR,Residential ,20,New,6,0,Residential Zoning Review,1
2022-115685 PR,Residential ,20,New,6,0,Residential Zoning Review,1
2022-115963 PR,Residential ,19,New,6,0,Residential Zoning Review,1
2022-115970 PR,Residential ,20,New,6,0,Residential Zoning Review,1
2022-116106 PR,Residential ,12,New,3,0,Fire Review,1
2022-116213 PR,Residential ,167,Addition and Remodel,8,3,Residential Zoning Review,2
2022-116312 PR,Commericial ,22,Remodel,16,4,Commercial Building Plans,2
2022-116340 PR,Commericial ,53,Remodel,17,4,Commercial Building Plans,2
2022-116423 PR,Residential ,68,New,14,5,ATD SIF Review,3
2022-116580 PR,Residential ,11,New,3,0,Fire Review,1
2022-116680 PR,Residential ,54,New,6,2,Residential Zoning Review,2
2022-116710 PR,Residential ,11,New,3,0,Fire Review,1
2022-116738 PR,Residential ,11,New,3,0,Fire Review,1
2022-116763 PR,Residential ,11,New,3,0,Fire Review,1
2022-116785 PR,Residential ,12,New,3,0,Fire Review,1
2022-116801 PR,Residential ,13,New,3,0,Fire Review,1
2022-116812 PR,Residential ,19,New,3,0,Fire Review,1
2022-116835 PR,Residential ,17,New,3,0,Fire Review,1
2022-116860 PR,Residential ,0,Repair,1,0,None,0
2022-117052 PR,Residential ,94,Addition and Remodel,12,4,Fire Review,3
2022-117080 PR,Commericial ,40,Remodel,17,4,Building Plans - Electrical,3
2022-117083 PR,Residential ,0,Repair,1,0,None,0
2022-117170 PR,Residential ,52,New,5,1,Residential Zoning Review,2
2022-117172 PR,Residential ,24,New,4,0,Residential Zoning Review,1
2022-117272 PR,Residential ,51,New,9,4,Residential Zoning Review,2
2022-117358 PR,Residential ,51,Addition and Remodel,5,1,Tech Master Review,2
2022-117464 PR,Commericial ,8,Remodel,4,0,Commercial Building Plans,1
2022-118105 PR,Residential ,0,Repair,1,0,None,0
2022-118112 PR,Residential ,50,New,5,1,Residential Zoning Review,2
2022-118128 PR,Residential ,50,New,6,1,AE BSPA,2
2022-118377 PR,Residential ,99,New,17,5,ATD SIF Review,4
2022-118384 PR,Commericial ,75,Remodel,14,3,Commercial Building Plans,2
2022-118455 PR,Residential ,112,Addition and Remodel,7,2,Residential Zoning Review,3
2022-118562 PR,Residential ,22,Addition and Remodel,5,1,Residential Zoning Review,2
2022-119042 PR,Residential ,19,New,6,0,Residential Zoning Review,1
2022-119048 PR,Residential ,0,Repair,1,0,None,0
2022-119310 PR,Residential ,19,New,4,1,Fire Review,2
2022-119413 PR,Residential ,13,New,3,0,Fire Review,1
2022-119635 PR,Residential ,47,New,5,1,Fire Review,3
2022-119665 PR,Commericial ,193,Remodel,26,10,ATD SIF Review,3
2022-119747 PR,Commericial ,5,Remodel,4,0,Commercial Building Plans,1
2022-119932 PR,Commericial ,0,Remodel,2,0,Commercial Zoning Review,1
2022-119944 PR,Residential ,41,New,8,2,Residential Zoning Review,2
2022-120113 PR,Residential ,27,New,8,2,Fire Review,4
2022-120191 PR,Residential ,53,New,8,2,Fire Review,2
2022-120332 PR,Residential ,25,New,4,0,Residential Zoning Review,1
2022-120337 PR,Residential ,39,New,4,0,Residential Zoning Review,1
2022-120338 PR,Residential ,31,New,3,0,Residential Zoning Review,1
2022-120897 PR,Commericial ,162,New,19,4,Building Plans - Electrical,3
2022-120984 PR,Residential ,84,New,8,3,Tech Master Review,2
2022-121271 PR,Residential ,51,New,5,0,Residential Zoning Review,1
